longitude,countyFIPS,monthlyHoaFee,annualHomeownersInsurance,yearBuilt,latitude,rentZestimate,timeOnZillow,livingArea,zipcode,propertyTaxRate,bathrooms,bedrooms,price,homeType_CONDO,homeType_SINGLE_FAMILY,cluster,cluster_average_price
1.0,0.7716167950435149,0.012423297108263431,0.1728888045706369,0.4598576001243754,0.7923996719954683,0.1725378306876417,0.09800952106112544,0.0,0.9315994943255225,0.829196090493695,0.0,0.03339448001184849,0.1728888045706369,0.0,0.03094640541486615,0.7406672203428305,0.7406672203428305
0.7716167950435149,1.0,0.0,0.19259738088668135,0.6619842255677605,0.8193825738075027,0.18524838320594872,0.08492208994381352,0.0,0.8683751185461493,0.9153036477881822,0.0,0.0,0.19259738088668135,0.0,0.0,0.7344763544530396,0.7344763544530395
0.012423297108263431,0.0,1.0,0.4683196346953897,0.28249289771210495,0.026944467909194282,0.38563002236286736,0.03931436704050228,0.36336014575598186,0.0357741219456775,0.03892099252818448,0.17125233991198457,0.3108158780172869,0.4683196346953897,0.7653786267819427,0.6213433932809524,0.5426316309297248,0.5426316309297248
0.1728888045706369,0.19259738088668135,0.4683196346953897,1.0,0.375539879584269,0.11588631282189583,0.8702371697542094,0.0,0.8721203528487967,0.16399894560968858,0.22026142843829907,0.5720799699493209,0.5204801132595533,1.0,0.8733392653510313,0.7049873657020514,0.795210385449835,0.795210385449835
0.4598576001243754,0.6619842255677605,0.28249289771210495,0.375539879584269,1.0,0.4765369929616462,0.3503193187584856,0.05980165347309637,0.35608459333436837,0.5927263321227052,0.6631704778179754,0.29076294782695616,0.2826221800369853,0.375539879584269,0.44596258740040107,0.3420305175832503,0.5687473897708678,0.5687473897708678
0.7923996719954683,0.8193825738075027,0.026944467909194282,0.11588631282189583,0.4765369929616462,1.0,0.1527361442119149,0.14818841356483817,0.0,0.8922280805436543,0.8244141503422419,0.0,0.0,0.1158863128218956,0.012430370356280347,0.0,0.7079060131856265,0.7079060131856263
0.1725378306876417,0.18524838320594872,0.38563002236286736,0.8702371697542094,0.3503193187584856,0.1527361442119149,1.0,0.0,0.9072178243502451,0.18097150461415099,0.2213052939586581,0.6668307280065101,0.6392895812344522,0.8702371697542094,0.7053246632109743,0.6372256385600101,0.7231681957468783,0.7231681957468783
0.09800952106112544,0.08492208994381352,0.03931436704050228,0.0,0.05980165347309637,0.14818841356483817,0.0,1.0,0.04150171585033477,0.09717542872777286,0.09826159556195418,0.0,0.0,0.0,0.026309757816308156,0.04911594527642344,0.12314499708083594,0.12314499708083601
0.0,0.0,0.36336014575598186,0.8721203528487967,0.35608459333436837,0.0,0.9072178243502451,0.04150171585033477,1.0,0.0,0.0,0.6213169534024554,0.5821197382046849,0.8721203528487967,0.6809218103358808,0.5022702117046087,0.7279311360825033,0.7279311360825034
0.9315994943255225,0.8683751185461493,0.0357741219456775,0.16399894560968858,0.5927263321227052,0.8922280805436543,0.18097150461415099,0.09717542872777286,0.0,1.0,0.8431975510517643,0.0,0.0,0.16399894560968875,0.0,0.0,0.7163058001493138,0.7163058001493138
0.829196090493695,0.9153036477881822,0.03892099252818448,0.22026142843829907,0.6631704778179754,0.8244141503422419,0.2213052939586581,0.09826159556195418,0.0,0.8431975510517643,1.0,0.0,0.0435580811882011,0.22026142843829907,0.0,0.039743139428919105,0.7344763544530397,0.7344763544530397
0.0,0.0,0.17125233991198457,0.5720799699493209,0.29076294782695616,0.0,0.6668307280065101,0.0,0.6213169534024554,0.0,0.0,1.0,0.8782060213992162,0.5720799699493208,0.2797416490965244,0.2086413015290972,0.6076928447300683,0.6076928447300683
0.03339448001184849,0.0,0.3108158780172869,0.5204801132595533,0.2826221800369853,0.0,0.6392895812344522,0.0,0.5821197382046849,0.0,0.0435580811882011,0.8782060213992162,1.0,0.5204801132595533,0.5612868148906418,0.536208207302882,0.6133541059613002,0.6133541059613005
0.1728888045706369,0.19259738088668135,0.4683196346953897,1.0,0.375539879584269,0.1158863128218956,0.8702371697542094,0.0,0.8721203528487967,0.16399894560968875,0.22026142843829907,0.5720799699493208,0.5204801132595533,1.0,0.8733392653510313,0.7049873657020514,0.795210385449835,0.795210385449835
0.0,0.0,0.7653786267819427,0.8733392653510313,0.44596258740040107,0.012430370356280347,0.7053246632109743,0.026309757816308156,0.6809218103358808,0.0,0.0,0.2797416490965244,0.5612868148906418,0.8733392653510313,1.0,0.8881458744467808,0.996210072508761,0.996210072508761
0.03094640541486615,0.0,0.6213433932809524,0.7049873657020514,0.3420305175832503,0.0,0.6372256385600101,0.04911594527642344,0.5022702117046087,0.0,0.039743139428919105,0.2086413015290972,0.536208207302882,0.7049873657020514,0.8881458744467808,1.0,0.9132886879361976,0.9132886879361974
0.7406672203428305,0.7344763544530396,0.5426316309297248,0.795210385449835,0.5687473897708678,0.7079060131856265,0.7231681957468783,0.12314499708083594,0.7279311360825033,0.7163058001493138,0.7344763544530397,0.6076928447300683,0.6133541059613002,0.795210385449835,0.996210072508761,0.9132886879361976,1.0,1.0
0.7406672203428305,0.7344763544530395,0.5426316309297248,0.795210385449835,0.5687473897708678,0.7079060131856263,0.7231681957468783,0.12314499708083601,0.7279311360825034,0.7163058001493138,0.7344763544530397,0.6076928447300683,0.6133541059613005,0.795210385449835,0.996210072508761,0.9132886879361974,1.0,1.0
